,GEOID,total_population,white_population,non_white_percent
5493,360810542003,1563,125,92.00
3021,360810267001,2464,197,92.00
3683,360050371004,814,65,92.01
4321,360050050022,1266,101,92.02
349,360470371002,928,74,92.03
555,360050002002,2057,164,92.03
4685,360050420001,1016,81,92.03
4644,360050067001,1180,94,92.03
5029,360050456001,1020,81,92.06
5001,360050431011,1462,116,92.07
953,360050199006,1136,90,92.08
1638,360810479001,3295,261,92.08
134,360810799002,2299,182,92.08
4793,360471176022,1988,157,92.10
2925,360470810002,1408,111,92.12
6167,360050205021,1167,92,92.12
5556,360050151003,1854,146,92.13
5278,360050127012,966,76,92.13
340,360470359003,1818,143,92.13
3994,360050027024,890,70,92.13
663,360050060001,1259,99,92.14
845,360470866001,1234,97,92.14
4669,360050414004,1808,142,92.15
6185,360050210025,777,61,92.15
2874,360050302013,1504,118,92.15
2109,360810180001,1365,107,92.16
2553,360050269002,1786,140,92.16
1937,360470277001,1443,113,92.17
4639,360050064004,1009,79,92.17
3203,360470359001,1520,119,92.17
140,360810818002,1137,89,92.17
947,360050193002,1661,130,92.17
3041,360810277011,1484,116,92.18
6355,360810094002,1318,103,92.19
3903,360810377002,1984,155,92.19
2204,360050239007,999,78,92.19
3990,360050025003,1064,83,92.20
2765,360810857001,1923,150,92.20
3516,360470902002,641,50,92.20
2766,360810857002,1578,123,92.21
4031,360050395004,1155,90,92.21
4965,360050079003,1078,84,92.21
6677,360610242001,2079,162,92.21
3920,360810399021,2285,178,92.21
4340,360050401004,835,65,92.22
290,360470349023,1131,88,92.22
3896,360810373002,1389,108,92.22
5032,360050458002,1325,103,92.23
4582,360810469021,2279,177,92.23
4814,360471198003,1315,102,92.24
6501,360050217004,838,65,92.24
2389,360610291006,1857,144,92.25
4214,360810403011,1238,96,92.25
1812,360050093013,1626,126,92.25
4257,360811161001,1794,139,92.25
1425,360050394001,891,69,92.26
5554,360050149002,1343,104,92.26
3352,360810954001,2275,176,92.26
4876,360810471001,2818,218,92.26
4961,360050076005,1306,101,92.27
674,360050072002,2263,175,92.27
4219,360810405021,2175,168,92.28
811,360050173002,971,75,92.28
5450,360610184004,1606,124,92.28
358,360470379003,1386,107,92.28
1904,360050237031,2656,205,92.28
3024,360810269011,1622,125,92.29
5752,360810025006,1350,104,92.30
3685,360050373001,1638,126,92.31
4663,360050074002,1261,97,92.31
4738,360470129011,52,4,92.31
4495,360471172022,2471,190,92.31
152,360810865001,2472,190,92.31
2476,360810837002,1054,81,92.31
3682,360050371003,1054,81,92.31
4970,360050083005,911,70,92.32
4038,360050399012,846,65,92.32
1117,360050237041,794,61,92.32
3995,360050028001,1433,110,92.32
4335,360050399024,951,73,92.32
6505,360050218004,913,70,92.33
4985,360050087005,1449,111,92.34
4026,360050393006,1201,92,92.34
1072,360810104001,1685,129,92.34
2778,360810865003,1032,79,92.34
6180,360050210015,797,61,92.35
685,360050083004,1255,96,92.35
4799,360471182022,1700,130,92.35
4030,360050395003,1166,89,92.37
3012,360810261004,2201,168,92.37
3999,360050033002,1325,101,92.38
4567,360810463001,1968,150,92.38
4676,360050418001,1076,82,92.38
2215,360050245012,1116,85,92.38
1864,360050223002,1077,82,92.39
1519,360050405021,1130,86,92.39
5835,360050173003,1933,147,92.40
1165,360471172011,1421,108,92.40
4406,360470100003,2158,164,92.40
6179,360050210014,1066,81,92.40
3362,360810972051,2475,188,92.40
4499,360471176012,1593,121,92.40
1119,360050239001,1449,110,92.41
6334,360610228002,1515,115,92.41
6152,360050199001,883,67,92.41
673,360050071002,1938,147,92.41
3704,360050381006,2031,154,92.42
4580,360810469012,1596,121,92.42
5549,360050147012,2375,180,92.42
1508,360810457001,1796,136,92.43
4473,360471146002,1401,106,92.43
5543,360050144003,661,50,92.44
4645,360050067002,1046,79,92.45
817,360470776002,1511,114,92.46
3384,360050338021,1737,131,92.46
6446,360850040021,1419,107,92.46
458,360850040022,1990,150,92.46
779,360050098005,1592,120,92.46
4493,360471172012,1181,89,92.46
3684,360050372002,1513,114,92.47
3023,360810267003,2549,192,92.47
5524,360810568001,1966,148,92.47
2763,360810855003,1634,123,92.47
658,360050051003,2421,182,92.48
1882,360050229013,865,65,92.49
813,360050175004,1637,123,92.49
3480,360470369001,1664,125,92.49
5567,360050157003,1984,149,92.49
5840,360050175006,880,66,92.50
1753,360610277004,1441,108,92.51
3385,360050340001,1281,96,92.51
4979,360050086002,1602,120,92.51
5033,360050458004,2604,195,92.51
835,360470826001,1309,98,92.51
4654,360050069004,976,73,92.52
1303,360050344001,817,61,92.53
2305,360470736003,1113,83,92.54
5492,360810542001,1047,78,92.55
5864,360050185011,3076,229,92.56
4001,360050385004,2136,159,92.56
3813,360470968001,780,58,92.56
3407,360050361001,1319,98,92.57
5869,360050189003,2167,161,92.57
675,360050073001,1521,113,92.57
4798,360471182021,1575,117,92.57
6682,360610243021,2495,185,92.59
313,360811205002,1538,114,92.59
1406,360050375042,1080,80,92.59
5466,360810001041,27,2,92.59
1518,360050405011,2098,155,92.61
6514,360050221023,1871,138,92.62
5280,360050129012,3121,230,92.63
4664,360050074003,1086,80,92.63
6343,360610230001,1725,127,92.64
5564,360050155002,992,73,92.64
4404,360470098004,1550,114,92.65
3463,360470361002,1047,77,92.65
3204,360470359002,1319,97,92.65
1244,360810212002,1784,131,92.66
5832,360050167002,2440,179,92.66
1883,360050229015,1718,126,92.67
4544,360810444001,1555,114,92.67
5303,360050462093,1501,110,92.67
6377,360810106001,1448,106,92.68
2454,360810797011,1216,89,92.68
3970,360050004004,697,51,92.68
4560,360810458001,2271,166,92.69
944,360050185022,2504,183,92.69
2637,360470790022,1013,74,92.69
2643,360470794002,1725,126,92.70
6381,360810110001,1328,97,92.70
6499,360050217001,2110,154,92.70
3394,360050348003,1645,120,92.71
5256,360050115022,1467,107,92.71
4962,360050078001,1714,125,92.71
3971,360050016001,2455,179,92.71
2937,360470824004,919,67,92.71
3450,360470023001,1372,100,92.71
3228,360470874012,2113,154,92.71
4258,360811163011,1731,126,92.72
1606,360610211004,1196,87,92.73
1120,360050239003,1526,111,92.73
6150,360050197003,1760,128,92.73
2533,360050263001,1238,90,92.73
3703,360050381004,1115,81,92.74
4802,360471186002,1612,117,92.74
2212,360050243004,1655,120,92.75
6175,360050209004,1863,135,92.75
794,360050141003,2915,211,92.76
1873,360050225004,912,66,92.76
5568,360050157004,1576,114,92.77
2210,360050243001,1369,99,92.77
4354,360050405022,1785,129,92.77
5566,360050157002,1982,143,92.79
799,360050147021,943,68,92.79
4490,360471168001,1166,84,92.80
808,360050165001,1097,79,92.80
4303,360050042003,1514,109,92.80
5841,360050177012,1084,78,92.80
4978,360050086001,959,69,92.81
4693,360050424001,1251,90,92.81
3396,360050350002,1238,89,92.81
4226,360810411001,2115,152,92.81
4494,360471172021,1795,129,92.81
3161,360050336011,1072,77,92.82
2198,360050237043,1309,94,92.82
2751,360810845001,2104,151,92.82
3030,360810271011,2036,146,92.83
4023,360050393002,1940,139,92.84
4546,360810446011,2485,178,92.84
6517,360050222004,937,67,92.85
3907,360810381001,1959,140,92.85
1128,360050245022,546,39,92.86
1404,360050374001,952,68,92.86
4650,360050068001,1331,95,92.86
774,360050093011,1108,79,92.87
3833,360471010002,1362,97,92.88
1109,360050227031,1699,121,92.88
955,360050201001,1517,108,92.88
5006,360050431023,2125,151,92.89
2875,360050302021,2674,190,92.89
146,360810845002,1886,134,92.90
1894,360050235011,1661,118,92.90
4823,360471214001,2295,163,92.90
1515,360050399014,1311,93,92.91
1534,360050420003,1354,96,92.91
3829,360471006002,1468,104,92.92
5291,360050135002,1751,124,92.92
4488,360471166001,918,65,92.92
4677,360050418002,1201,85,92.92
1494,360810411002,2417,171,92.93
2788,360810889023,1854,131,92.93
2780,360810871002,3837,271,92.94
3029,360810269022,2111,149,92.94
3888,360810363001,1318,93,92.94
5453,360610186001,1762,124,92.96
2234,360050253001,2203,155,92.96
2477,360810837003,1251,88,92.97
1008,360470996001,1878,132,92.97
4806,360471192001,1309,92,92.97
1394,360050359001,3731,262,92.98
4357,360050405026,1239,87,92.98
6476,360050210027,826,58,92.98
4215,360810403021,4760,334,92.98
4570,360810465002,1941,136,92.99
6504,360050218003,1499,105,93.00
151,360810863004,2573,180,93.00
5031,360050458001,1559,109,93.01
4223,360810409011,787,55,93.01
1401,360050371002,1360,95,93.01
686,360050084001,845,59,93.02
6177,360050210012,1690,118,93.02
6178,360050210013,888,62,93.02
665,360050062001,1375,96,93.02
6036,360610219004,559,39,93.02
4326,360050052002,1305,91,93.03
1547,360050431012,918,64,93.03
1139,360050265001,1865,130,93.03
989,360470910004,1091,76,93.03
304,360811157002,1696,118,93.04
4805,360471190001,1078,75,93.04
960,360050210017,2574,179,93.05
4339,360050401003,719,50,93.05
6513,360050221022,1065,74,93.05
1245,360810214003,2824,196,93.06
1664,360810542002,1255,87,93.07
963,360050210028,997,69,93.08
246,360811032012,2226,154,93.08
679,360050076003,897,62,93.09
1167,360471186001,1535,106,93.09
5867,360050185024,1247,86,93.10
4721,360470118002,1407,97,93.11
1881,360050229012,1262,87,93.11
4981,360050087001,1204,83,93.11
6350,360610232002,2411,166,93.11
3040,360810275003,2689,185,93.12
1890,360050233012,1615,111,93.13
6354,360810094001,1601,110,93.13
4656,360050070003,1384,95,93.14
3919,360810399012,1370,94,93.14
3035,360810273012,1706,117,93.14
2591,360470309001,1094,75,93.14
6411,360810664021,1182,81,93.15
5848,360050179022,1095,75,93.15
2457,360810797014,3081,211,93.15
2231,360050251007,993,68,93.15
4280,360811201001,1840,126,93.15
5257,360050117011,1548,106,93.15
6165,360050205013,2045,140,93.15
3686,360050373003,1388,95,93.16
3414,360050363006,1375,94,93.16
2216,360050245014,1171,80,93.17
4649,360050067006,1098,75,93.17
1640,360810481002,2035,139,93.17
3644,360810998022,1860,127,93.17
1411,360050380004,1700,116,93.18
6380,360810108001,1319,90,93.18
2774,360810863003,1554,106,93.18
3922,360811032013,2258,154,93.18
3331,360810294006,1349,92,93.18
4821,360471208031,2010,137,93.18
2197,360050237042,1867,127,93.20
5000,360050430003,898,61,93.21
801,360050149003,1649,112,93.21
978,360050223004,1458,99,93.21
1347,360810260001,1311,89,93.21
670,360050068003,1370,93,93.21
1708,360470102003,2092,142,93.21
3434,360470015012,2490,169,93.21
4155,360471118001,1665,113,93.21
1412,360050381003,1017,69,93.22
6716,360810142021,1860,126,93.23
5851,360050181021,1004,68,93.23
1500,360810443023,2791,189,93.23
1885,360050229023,1212,82,93.23
6498,360050216025,1731,117,93.24
4824,360471214002,1805,122,93.24
1084,360810120001,933,63,93.25
4041,360050399021,1259,85,93.25
4344,360050403023,830,56,93.25
1567,360470023003,1082,73,93.25
6488,360050215012,1260,85,93.25
2458,360810797021,2017,136,93.26
4797,360471182012,1736,117,93.26
2207,360050241001,1380,93,93.26
4736,360470127003,1292,87,93.27
4035,360050397002,802,54,93.27
5008,360050434002,907,61,93.27
5499,360810548002,1131,76,93.28
4411,360470104011,1384,93,93.28
5856,360050183012,1163,78,93.29
2768,360810859001,1969,132,93.30
1427,360050395002,910,61,93.30
5295,360050462064,1239,83,93.30
4665,360050075002,3166,212,93.30
1111,360050229011,1001,67,93.31
1125,360050243003,1046,70,93.31
4352,360050405012,987,66,93.31
6686,360810120002,1452,97,93.32
4348,360050403042,1482,99,93.32
1871,360050225001,1108,74,93.32
1011,360471034011,2396,160,93.32
5506,360810552002,1259,84,93.33
1388,360810353002,1306,87,93.34
2201,360050239002,1488,99,93.35
4914,360810500001,1865,124,93.35
671,360050069003,1340,89,93.36
820,360470786012,1190,79,93.36
4813,360471198002,1327,88,93.37
1170,360471192003,920,61,93.37
1679,360050462062,2172,144,93.37
5844,360050177023,1571,104,93.38
1603,360610210002,529,35,93.38
3897,360810375021,1769,117,93.39
964,360050211003,1437,95,93.39
2733,360810238004,681,45,93.39
4345,360050403031,1423,94,93.39
1407,360050376002,1121,74,93.40
950,360050197002,1606,106,93.40
6155,360050199005,1168,77,93.41
684,360050083001,1077,71,93.41
683,360050079004,1608,106,93.41
6358,360810096001,1563,103,93.41
2589,360470307002,1169,77,93.41
1503,360810448001,2096,138,93.42
841,360470856002,1109,73,93.42
3183,360470347003,1580,104,93.42
3382,360050338011,973,64,93.42
6168,360050205022,365,24,93.42
5557,360050151004,1445,95,93.43
6153,360050199002,1674,110,93.43
2211,360050243002,1507,99,93.43
1479,360810375011,1479,97,93.44
6008,360610210006,1723,113,93.44
4577,360810468001,1649,108,93.45
5469,360810004002,1756,115,93.45
4548,360810446022,1695,111,93.45
4547,360810446012,1528,100,93.46
1889,360050233011,1208,79,93.46
6396,360810654013,719,47,93.46
5547,360050145003,1163,76,93.47
2229,360050251005,1867,122,93.47
6365,360810098002,1286,84,93.47
3707,360050383012,1730,113,93.47
5762,360810036002,2191,143,93.47
3815,360470970002,1242,81,93.48
5836,360050173004,2241,146,93.49
1896,360050235013,937,61,93.49
1891,360050233014,753,49,93.49
3452,360470029011,2462,160,93.50
1116,360050233013,1001,65,93.51
1899,360050235023,693,45,93.51
3640,360810998012,1973,128,93.51
1108,360050227012,2237,145,93.52
3027,360810269014,664,43,93.52
3019,360810265021,1622,105,93.53
2935,360470824001,1515,98,93.53
4667,360050414001,1376,89,93.53
1492,360810407023,1764,114,93.54
5546,360050145001,2507,162,93.54
4984,360050087004,975,63,93.54
4491,360471170001,992,64,93.55
4626,360050061001,31,2,93.55
4910,360810499001,31,2,93.55
1884,360050229021,1242,80,93.56
1001,360470964001,1383,89,93.56
4304,360050042004,746,48,93.57
5771,360810044011,2131,137,93.57
3694,360050378002,700,45,93.57
4794,360471178001,1820,117,93.57
2752,360810845003,1526,98,93.58
4165,360471128001,1246,80,93.58
6184,360050210024,1247,80,93.58
3830,360471008001,1124,72,93.59
3185,360470349011,1046,67,93.59
5751,360810025005,1158,74,93.61
2435,360810204001,1049,67,93.61
958,360050205012,1378,88,93.61
5849,360050181011,1678,107,93.62
4801,360471184003,1933,123,93.64
6160,360050201003,1322,84,93.65
3418,360050365012,1686,107,93.65
4282,360811203002,1040,66,93.65
1501,360810444003,1533,97,93.67
1164,360471168002,1107,70,93.68
1892,360050233021,1582,100,93.68
1602,360610209012,2077,131,93.69
3909,360810381003,2158,136,93.70
3225,360470872001,651,41,93.70
5552,360050147023,826,52,93.70
962,360050210026,892,56,93.72
4968,360050083002,685,43,93.72
5299,360050462083,1658,104,93.73
1384,360810337002,1611,101,93.73
289,360470349012,1021,64,93.73
4661,360050073002,1181,74,93.73
1493,360810409021,1470,92,93.74
4212,360810401022,2320,145,93.75
6182,360050210021,1761,110,93.75
3420,360050365021,1298,81,93.76
3591,360810309033,1635,102,93.76
1643,360810484004,1668,104,93.76
150,360810863001,1621,101,93.77
3522,360470908003,803,50,93.77
2051,360610261002,1432,89,93.78
5282,360050131002,1239,77,93.79
1460,360610186003,1738,108,93.79
1644,360810485003,2643,164,93.79
4329,360050054003,1064,66,93.80
4129,360471024001,2257,140,93.80
5014,360050436001,936,58,93.80
5010,360050434004,1163,72,93.81
4414,360470106012,1454,90,93.81
6500,360050217003,679,42,93.81
949,360050195003,1844,114,93.82
4325,360050052001,825,51,93.82
2734,360810240001,1668,103,93.82
5858,360050183021,1491,92,93.83
4900,360810492012,1720,106,93.84
5494,360810542004,1284,79,93.85
6510,360050221012,1382,85,93.85
1887,360050231001,1464,90,93.85
6479,360050211004,1220,75,93.85
2772,360810861002,1009,62,93.86
1352,360810271013,2311,142,93.86
945,360050189001,1842,113,93.87
3470,360470363003,1598,98,93.87
2631,360470786022,1470,90,93.88
5970,360610025002,441,27,93.88
6507,360050219001,1176,72,93.88
840,360470854001,866,53,93.88
4356,360050405025,801,49,93.88
144,360810840001,1701,104,93.89
5859,360050183022,934,57,93.90
6556,360470259021,3560,217,93.90
3163,360050336013,772,47,93.91
6012,360610211005,1729,105,93.93
5865,360050185021,1418,86,93.94
5850,360050181013,760,46,93.95
1354,360810273011,1967,119,93.95
4875,360810470002,2001,121,93.95
4655,360050070001,2663,161,93.95
5846,360050179012,579,35,93.96
4896,360810485001,961,58,93.96
1391,360050356002,1161,70,93.97
1893,360050233022,1992,120,93.98
819,360470784001,1129,68,93.98
1389,360050350001,1046,63,93.98
5979,360610029013,299,18,93.98
308,360811167001,2094,126,93.98
2217,360050245021,1563,94,93.99
6183,360050210022,632,38,93.99
4221,360810407021,1880,113,93.99
966,360050212005,599,36,93.99
1009,360471022001,2313,139,93.99
2097,360810168002,1348,81,93.99
3687,360050373004,1651,99,94.00
4343,360050403022,934,56,94.00
5769,360810042003,1568,94,94.01
810,360050169001,1586,95,94.01
5275,360050125001,2555,153,94.01
656,360050050021,2606,156,94.01
1002,360470966002,1086,65,94.01
3811,360470964002,1238,74,94.02
6496,360050216022,753,45,94.02
4476,360471152002,1272,76,94.03
5548,360050145004,1691,101,94.03
4543,360810443022,1292,77,94.04
1155,360471150001,1141,68,94.04
6149,360050197001,1964,117,94.04
4569,360810465001,2335,139,94.05
2236,360050253003,1496,89,94.05
5526,360810568003,824,49,94.05
6490,360050215022,1245,74,94.06
5305,360050484012,859,51,94.06
1877,360050227021,1634,97,94.06
1486,360810401012,1248,74,94.07
2927,360470816001,1013,60,94.08
5834,360050173001,1250,74,94.08
3984,360050020022,2011,119,94.08
6111,360810638003,541,32,94.09
5575,360050161002,1034,61,94.10
4471,360471144003,695,41,94.10
5563,360050155001,1899,112,94.10
1633,360810471002,1967,116,94.10
4901,360810492021,2018,119,94.10
1802,360810638004,865,51,94.10
3487,360470371004,1052,62,94.11
4815,360471200002,1612,95,94.11
4822,360471210001,1939,114,94.12
6215,360470233002,2588,152,94.13
3832,360471010001,1243,73,94.13
1641,360810482001,1518,89,94.14
4158,360471122002,1144,67,94.14
2534,360050263003,1863,109,94.15
662,360050056003,1094,64,94.15
2404,360810182001,1386,81,94.16
4803,360471188001,2003,117,94.16
4328,360050054002,2860,167,94.16
3921,360811032011,2502,146,94.16
5142,360610172002,1544,90,94.17
2582,360470303003,1974,115,94.17
1709,360470104012,1631,95,94.18
5022,360050444004,1015,59,94.19
5794,360810582001,1274,74,94.19
4497,360471174002,2170,126,94.19
4254,360811157003,810,47,94.20
4355,360050405023,1172,68,94.20
3630,360810992002,1155,67,94.20
940,360050179013,1897,110,94.20
2628,360470784002,1312,76,94.21
1733,360610243023,2348,136,94.21
4549,360810446023,1279,74,94.21
3693,360050378001,1955,113,94.22
3468,360470363001,675,39,94.22
3837,360471014002,762,44,94.23
4021,360050392001,1022,59,94.23
4156,360471120001,1162,67,94.23
951,360050197005,1058,61,94.23
4127,360471018001,2030,117,94.24
2729,360810236002,2172,125,94.24
1705,360470100001,1842,106,94.25
4337,360050401001,1288,74,94.25
5845,360050179011,2648,152,94.26
3524,360470910003,1570,90,94.27
5009,360050434003,699,40,94.28
3417,360050365011,1174,67,94.29
4367,360050408004,1894,108,94.30
2638,360470790023,1491,85,94.30
5550,360050147013,1685,96,94.30
5847,360050179021,1387,79,94.30
4891,360810481004,1317,75,94.31
4210,360810401011,1599,91,94.31
1018,360471098002,809,46,94.31
1710,360470106011,1583,90,94.31
5276,360050125002,1584,90,94.32
6485,360050213022,934,53,94.33
5560,360050153001,2011,114,94.33
2623,360470776001,1235,70,94.33
6345,360610230004,2648,150,94.34
6144,360050193003,1024,58,94.34
790,360050133002,1678,95,94.34
974,360050216026,1008,57,94.35
1897,360050235021,1857,105,94.35
5298,360050462082,1240,70,94.35
5698,360610016001,2463,139,94.36
2759,360810853003,1223,69,94.36
565,360050031001,2964,167,94.37
3831,360471008002,1065,60,94.37
1403,360050373002,1440,81,94.38
4416,360470108011,1210,68,94.38
2789,360810889024,1621,91,94.39
1178,360471210002,1749,98,94.40
2938,360470826002,1089,61,94.40
1424,360050393004,1304,73,94.40
6683,360610243022,2394,134,94.40
5290,360050133004,1358,76,94.40
6486,360050213023,823,46,94.41
4889,360810481001,1110,62,94.41
4128,360471020001,2186,122,94.42
6006,360610210003,1541,86,94.42
942,360050181012,861,48,94.43
666,360050062004,1296,72,94.44
3642,360810998015,1153,64,94.45
2482,360810840002,1352,75,94.45
6722,360810148001,2186,121,94.46
3706,360050383011,1301,72,94.47
6382,360810110002,1862,103,94.47
1135,360050257001,1809,100,94.47
6480,360050212001,1032,57,94.48
5269,360050123001,1992,110,94.48
4988,360050090001,236,13,94.49
6482,360050212004,1544,85,94.49
3125,360050302023,2635,145,94.50
5866,360050185023,1273,70,94.50
3004,360810254023,2201,121,94.50
3822,360470992001,2056,113,94.50
3835,360471012002,931,51,94.52
4211,360810401021,2488,136,94.53
4888,360810480002,1007,55,94.54
1511,360810461002,1576,86,94.54
4220,360810407011,1487,81,94.55
3126,360050302024,754,41,94.56
4636,360050064001,1840,100,94.57
5253,360050098004,847,46,94.57
5750,360810025004,1234,67,94.57
1625,360610232003,2047,111,94.58
4334,360050399023,1789,97,94.58
1402,360050372001,776,42,94.59
959,360050205015,2514,136,94.59
655,360050050012,1498,81,94.59
4346,360050403032,1519,82,94.60
6725,360810150002,1260,68,94.60
6497,360050216024,1687,91,94.61
941,360050179023,965,52,94.61
4027,360050394002,1782,96,94.61
3670,360050365022,1151,62,94.61
2297,360470728002,1078,58,94.62
661,360050054004,1469,79,94.62
4154,360471116002,1248,67,94.63
4322,360050050023,1249,67,94.64
3688,360050374002,1305,70,94.64
4668,360050414002,1232,66,94.64
1611,360610219003,2694,144,94.65
3222,360470868002,937,50,94.66
6323,360610224004,2231,119,94.67
1112,360050229014,920,49,94.67
5551,360050147022,1681,89,94.71
4293,360050037001,340,18,94.71
1136,360050263002,1060,56,94.72
5019,360050442005,682,36,94.72
3198,360470355002,1459,77,94.72
4261,360811163022,1576,83,94.73
5555,360050151001,969,51,94.74
225,360810972061,1826,96,94.74
4320,360050050014,1068,56,94.76
2298,360470730001,1316,69,94.76
2196,360050237033,1088,57,94.76
3804,360470950002,1588,83,94.77
1107,360050225005,1170,61,94.79
4474,360471150002,1058,55,94.80
5266,360050121011,1462,76,94.80
6481,360050212003,2059,107,94.80
797,360050145002,1694,88,94.81
1484,360810399011,1505,78,94.82
6378,360810106002,1969,102,94.82
3680,360050370003,753,39,94.82
1415,360050383013,1604,83,94.83
2304,360470736002,947,49,94.83
986,360470906002,2068,107,94.83
3810,360470962001,1701,88,94.83
2735,360810240002,2439,126,94.83
5809,360810594001,813,42,94.83
854,360470892001,639,33,94.84
1148,360471118002,1842,95,94.84
4224,360810409012,1164,60,94.85
4167,360471128003,1650,85,94.85
1124,360050241005,1652,85,94.85
5831,360050167001,933,48,94.86
4150,360471104004,1322,68,94.86
2633,360470788012,954,49,94.86
1525,360050408002,916,47,94.87
2730,360810238001,898,46,94.88
4807,360471192002,1407,72,94.88
1225,360810170002,1075,55,94.88
1874,360050225006,1720,88,94.88
2478,360810837005,1720,88,94.88
977,360050223001,920,47,94.89
5270,360050123002,1534,78,94.92
5870,360050193001,2085,106,94.92
2939,360470826003,1554,79,94.92
4690,360050422002,1498,76,94.93
3356,360810964001,2919,148,94.93
1113,360050229022,947,48,94.93
4159,360471124001,1382,70,94.93
5595,360470185013,1264,64,94.94
5018,360050442003,811,41,94.94
6169,360050205023,930,47,94.95
1505,360810454002,2990,151,94.95
1130,360050247002,1109,56,94.95
2220,360050247001,812,41,94.95
5540,360050141002,2381,120,94.96
1477,360810367002,2262,114,94.96
3404,360050358007,754,38,94.96
4484,360471162001,814,41,94.96
720,360470730002,854,43,94.96
2265,360470293001,696,35,94.97
6484,360050213012,935,47,94.97
6489,360050215021,1335,67,94.98
1516,360050403041,1396,70,94.99
1049,360610099022,40,2,95.00
2309,360470740001,1720,86,95.00
6495,360050216021,280,14,95.00
5860,360050183023,1261,63,95.00
1630,360610236001,1710,85,95.03
3526,360470912002,2053,102,95.03
1531,360050414003,926,46,95.03
2203,360050239005,1108,55,95.04
6414,360810664032,1738,86,95.05
2887,360470325003,3522,174,95.06
1875,360050227011,1298,64,95.07
812,360050175001,1440,71,95.07
4148,360471104001,1139,56,95.08
4480,360471158001,1058,52,95.09
6511,360050221013,1713,84,95.10
946,360050189004,1961,96,95.10
1168,360471188002,1431,70,95.11
2773,360810863002,1370,67,95.11
2758,360810853002,1147,56,95.12
653,360050041003,123,6,95.12
1409,360050379003,801,39,95.13
1674,360050460001,2239,109,95.13
1163,360471166002,1316,64,95.14
3889,360810365001,1708,83,95.14
6509,360050221011,906,44,95.14
3906,360810379003,1813,88,95.15
5553,360050149001,1731,84,95.15
3798,360470938001,1526,74,95.15
1538,360050424002,1302,63,95.16
4808,360471194001,1368,66,95.18
939,360050177024,1229,59,95.20
2227,360050251003,855,41,95.20
1353,360810272001,982,47,95.21
965,360050212002,1362,65,95.23
242,360811010044,21,1,95.24
5839,360050175005,756,36,95.24
4151,360471106001,2502,119,95.24
1003,360470970001,1115,53,95.25
41,360470185012,1599,76,95.25
6157,360050200002,2233,106,95.25
3363,360810972052,1793,85,95.26
3905,360810379002,2113,100,95.27
4964,360050079002,804,38,95.27
3823,360470994001,2116,100,95.27
2209,360050241004,890,42,95.28
5527,360810568004,1127,53,95.30
5011,360050435011,1192,56,95.30
2475,360810818003,1364,64,95.31
4029,360050395001,1023,48,95.31
5030,360050456002,1023,48,95.31
1711,360470106022,1429,67,95.31
4492,360471170002,982,46,95.32
938,360050177021,879,41,95.34
4327,360050053002,2209,103,95.34
1807,360810660002,2018,94,95.34
5525,360810568002,945,44,95.34
2225,360050251001,1117,52,95.34
3904,360810379001,2578,120,95.35
1169,360471190002,1139,53,95.35
6174,360050209003,1311,61,95.35
4039,360050399013,969,45,95.36
1639,360810480001,1659,77,95.36
2581,360470303002,972,45,95.37
659,360050053001,2162,100,95.37
4358,360050406002,910,42,95.38
4225,360810409022,2064,95,95.40
969,360050215013,1326,61,95.40
2424,360810190001,1153,53,95.40
4152,360471110001,1678,77,95.41
2293,360470720001,2205,101,95.42
1716,360470116002,2141,98,95.42
5264,360050119003,746,34,95.44
2755,360810849011,2613,119,95.45
4166,360471128002,1565,71,95.46
3393,360050348001,1213,55,95.47
5562,360050153003,1412,64,95.47
49,360810664023,1479,67,95.47
2303,360470736001,1413,64,95.47
3828,360471006001,1194,54,95.48
2096,360810168001,1416,64,95.48
3031,360810271012,1107,50,95.48
1359,360810278001,1019,46,95.49
6448,360850040033,1773,80,95.49
4164,360471126003,1467,66,95.50
3226,360470872002,1045,47,95.50
3820,360470988001,1691,76,95.51
4153,360471110002,1359,61,95.51
3530,360470918001,1763,79,95.52
4545,360810444002,1474,66,95.52
1127,360050245013,983,44,95.52
1166,360471184001,1721,77,95.53
6400,360810656002,1252,56,95.53
4216,360810404001,896,40,95.54
6478,360050211002,1683,75,95.54
4562,360810460001,2116,94,95.56
4475,360471150003,924,41,95.56
4885,360810478021,1511,67,95.57
967,360050213021,2211,98,95.57
2106,360810176002,1083,48,95.57
3520,360470906003,1514,67,95.57
3700,360050380003,1298,57,95.61
1400,360050370002,820,36,95.61
5843,360050177022,1300,57,95.62
4679,360050418004,776,34,95.62
1019,360471098005,1461,64,95.62
2301,360470734001,800,35,95.63
3451,360470023002,1486,65,95.63
2474,360810818001,1372,60,95.63
836,360470826004,1213,53,95.63
800,360050147024,1631,71,95.65
798,360050147011,2301,100,95.65
3537,360470924001,1772,77,95.65
1414,360050382002,1313,57,95.66
3364,360810972062,1084,47,95.66
2624,360470776003,1038,45,95.66
4819,360471208014,1062,46,95.67
4359,360050406003,1178,51,95.67
3695,360050379001,1641,71,95.67
660,360050054001,1411,61,95.68
3641,360810998014,1666,72,95.68
1172,360471196002,1157,50,95.68
3202,360470357011,2322,100,95.69
6146,360050195001,2439,105,95.69
2202,360050239004,744,32,95.70
1005,360470982002,1864,80,95.71
1512,360810462003,3245,139,95.72
975,360050217002,1379,59,95.72
