,GEOID,total_population,white_population,non_white_percent
6325,360610225002,2450,393,83.96
4442,360470433001,1035,166,83.96
1530,360050413007,1135,182,83.96
4707,360050429023,943,151,83.99
3301,360810281001,1457,233,84.01
2647,360470796022,2258,361,84.01
5982,360610029023,588,94,84.01
777,360050096001,2077,332,84.02
6340,360610229003,2135,341,84.03
3071,360810929001,1234,197,84.04
321,360811227043,1523,243,84.04
1695,360470076003,1831,292,84.05
1973,360470670001,816,130,84.07
2843,360050283002,1181,188,84.08
5668,360610008004,1967,313,84.09
1770,360810562001,1460,232,84.11
5625,360470518003,995,158,84.12
4555,360810455003,2655,421,84.14
1747,360610269004,1079,171,84.15
4372,360050413003,878,139,84.17
211,360470299001,1226,194,84.18
2853,360050289002,1734,274,84.20
1382,360810329001,1722,272,84.20
4670,360050415001,1564,247,84.21
5730,360610196002,1400,221,84.21
1819,360470080002,1294,204,84.23
6017,360610212003,863,136,84.24
1627,360610234001,2631,414,84.26
1495,360810413003,1405,221,84.27
2376,360610279007,878,138,84.28
1524,360050407024,1648,259,84.28
910,360810020001,1871,294,84.29
4139,360471058044,2457,386,84.29
336,360811377004,1185,186,84.30
5405,360610002022,1651,259,84.31
6329,360610226003,1977,310,84.32
5545,360050144006,1104,173,84.33
58,360810683001,1745,273,84.36
4391,360470092012,1413,221,84.36
2160,360850133022,1094,171,84.37
1976,360470674001,1075,168,84.37
1014,360471058043,2567,401,84.38
6333,360610228001,2055,321,84.38
1528,360050413001,1774,277,84.39
5764,360810038002,1521,237,84.42
5898,360470212003,1579,246,84.42
5379,360470508011,1382,215,84.44
4287,360811215001,1427,222,84.44
4871,360610166006,1376,214,84.45
4597,360811257002,914,142,84.46
905,360810010002,1841,286,84.46
4923,360811367005,1133,176,84.47
2039,360610251001,1140,177,84.47
5783,360810054004,1810,281,84.48
4640,360050065001,1237,192,84.48
2245,360470283003,1366,212,84.48
1746,360610269001,1328,206,84.49
6000,360610206002,1722,267,84.49
4554,360810455001,2554,396,84.49
3596,360810309062,1548,240,84.50
293,360470353012,613,95,84.50
2032,360610245004,2336,362,84.50
6156,360050200001,1310,203,84.50
4263,360811171002,936,145,84.51
219,360810942012,1175,182,84.51
4289,360811223001,1602,248,84.52
2922,360470804003,982,152,84.52
2308,360470738003,1008,156,84.52
1601,360610208002,2036,315,84.53
4396,360470094021,1338,207,84.53
5101,360470486003,1161,179,84.58
5900,360470213002,1933,298,84.58
3485,360470371001,766,118,84.60
4242,360810437021,1961,302,84.60
1701,360470084003,1047,161,84.62
5234,360811571021,1035,159,84.64
3482,360470369004,1517,233,84.64
2058,360610263003,1487,228,84.67
4926,360811377003,1938,297,84.67
2159,360850133021,888,136,84.68
4103,360470411002,1110,170,84.68
1374,360810309032,2087,319,84.71
6018,360610212004,1604,245,84.73
1735,360610245005,2671,407,84.76
5613,360470193004,1982,302,84.76
2895,360470328004,749,114,84.78
2802,360850207023,1645,250,84.80
900,360810002002,1869,284,84.80
1986,360470690001,836,127,84.81
4378,360470078003,1232,187,84.82
1360,360810279002,2616,397,84.82
4275,360811191002,1373,208,84.85
5109,360470491004,1723,261,84.85
5386,360470510022,1657,251,84.85
6769,360850097011,2042,309,84.87
4730,360470122004,1707,258,84.89
3477,360470367001,146,22,84.93
4279,360811199001,1699,256,84.93
4016,360050389005,717,108,84.94
2754,360810846021,1496,225,84.96
3168,360470002001,1205,181,84.98
4146,360471098003,20,3,85.00
2738,360810243004,2394,359,85.00
2568,360470297002,1770,265,85.03
6341,360610229004,1617,242,85.03
6679,360610242003,1063,159,85.04
4912,360810499003,1927,288,85.05
4628,360050061004,67,10,85.07
1621,360610226001,1776,265,85.08
4377,360470078001,1356,202,85.10
360,360470387002,1021,152,85.11
6170,360050206011,1452,216,85.12
4269,360811185002,962,143,85.14
143,360810838002,1266,188,85.15
4911,360810499002,1785,265,85.15
2205,360050240001,2311,343,85.16
4674,360050415005,1004,149,85.16
2800,360850207021,903,134,85.16
5038,360050462043,209,31,85.17
3848,360610135024,27,4,85.19
904,360810008001,1742,258,85.19
4884,360810478011,2060,305,85.19
6035,360610219002,1223,181,85.20
1761,360610291002,973,144,85.20
4019,360050391004,1077,159,85.24
4586,360811227024,1024,151,85.25
5965,360610022014,2538,374,85.26
4585,360811227023,2149,316,85.30
1758,360610285001,2157,317,85.30
2370,360610277002,1470,216,85.31
5984,360610029025,674,99,85.31
556,360050020011,2322,341,85.31
305,360811159002,1036,152,85.33
5746,360810024002,1351,198,85.34
3360,360810972041,2362,346,85.35
2724,360810235011,2501,366,85.37
5470,360810006001,1196,175,85.37
5754,360810026002,1155,169,85.37
2258,360470289004,1266,185,85.39
5614,360470194001,1518,221,85.44
4081,360470076001,1848,269,85.44
649,360050035003,1313,191,85.45
1457,360610184002,1245,181,85.46
1690,360470071002,1878,273,85.46
4913,360810499004,1734,252,85.47
3653,360811008041,2431,353,85.48
1497,360810415002,1770,257,85.48
778,360050098002,1041,151,85.49
3158,360050334001,69,10,85.51
5385,360470510012,2078,301,85.51
6034,360610219001,1220,176,85.57
2535,360050263005,1872,270,85.58
971,360050216011,1707,246,85.59
2481,360810838004,1048,151,85.59
6535,360470250001,861,124,85.60
4135,360471058011,1704,245,85.62
1880,360050228004,1309,188,85.64
915,360810038001,969,139,85.66
4307,360050042007,976,140,85.66
2161,360850133023,1751,251,85.67
4993,360050092004,1041,149,85.69
740,360610010023,14,2,85.71
754,360610024002,35,5,85.71
6389,360810116001,946,135,85.73
6020,360610213032,925,132,85.73
6436,360850027002,814,116,85.75
1565,360470022001,1320,188,85.76
677,360050075001,1756,250,85.76
6326,360610225004,991,141,85.77
5232,360811571016,1491,212,85.78
4025,360050393005,549,78,85.79
6665,360610239002,1415,201,85.80
3395,360050348004,1542,219,85.80
3324,360810291001,1913,271,85.83
5533,360811621002,1899,269,85.83
4388,360470090011,1886,267,85.84
5842,360050177013,1936,274,85.85
3145,360050324001,1718,243,85.86
4370,360050411003,1259,178,85.86
498,360470516012,1509,213,85.88
2362,360610271002,1554,219,85.91
609,360610006002,4119,580,85.92
2801,360850207022,888,125,85.92
4571,360810466001,1863,262,85.94
1272,360050287003,1344,189,85.94
4681,360050419002,640,90,85.94
133,360810779082,1843,259,85.95
1274,360050289001,1033,145,85.96
3490,360470373004,1169,164,85.97
407,360470415003,813,114,85.98
2548,360050267013,970,136,85.98
1754,360610279003,1792,251,85.99
203,360470287003,1359,190,86.02
4994,360050092005,1024,143,86.04
912,360810032001,1791,250,86.04
6515,360050222001,1176,164,86.05
4301,360050042001,753,105,86.06
1422,360050391006,1106,154,86.08
6312,360610220003,661,92,86.08
1769,360810560001,884,123,86.09
1886,360050230001,1418,197,86.11
2480,360810838003,1340,186,86.12
5406,360610002023,1226,170,86.13
5707,360610190001,1263,175,86.14
2310,360470740002,1726,239,86.15
6295,360610041002,1235,171,86.15
5387,360470510023,1136,157,86.18
3353,360810954002,1572,217,86.20
4684,360050419006,964,133,86.20
5274,360050123006,29,4,86.21
3151,360050330001,1538,212,86.22
1395,360050360003,1023,141,86.22
2465,360810803021,1126,155,86.23
4727,360470122001,1962,270,86.24
1766,360610309004,2137,294,86.24
238,360810998013,1644,226,86.25
737,360610008006,1638,225,86.26
1423,360050393001,2075,285,86.27
2742,360810247001,1537,211,86.27
6700,360810126022,1472,202,86.28
376,360470409003,1181,162,86.28
4728,360470122002,1852,254,86.29
514,360850105005,1524,209,86.29
5145,360610172005,824,113,86.29
2924,360470808001,1940,266,86.29
2069,360610269005,1729,237,86.29
4137,360471058041,701,96,86.31
2960,360610097002,950,130,86.32
914,360810036001,2004,274,86.33
491,360470510021,1807,247,86.33
1692,360470074003,821,112,86.36
760,360610029012,22,3,86.36
2030,360610245001,1856,253,86.37
4599,360811265002,773,105,86.42
2900,360470330003,1620,220,86.42
3502,360470379002,1436,195,86.42
1419,360050389004,1002,136,86.43
3975,360050019011,2292,311,86.43
4632,360050063012,1166,158,86.45
460,360850040042,1484,201,86.46
4498,360471176011,1167,158,86.46
5228,360811567001,1470,198,86.53
2041,360610253002,1626,219,86.53
3033,360810271022,1730,233,86.53
6697,360810126011,1479,199,86.54
5390,360470512002,1487,200,86.55
331,360811347012,2390,321,86.57
5511,360810556002,685,92,86.57
1929,360470273003,1721,231,86.58
4946,360811447001,1215,163,86.58
1300,360050269003,821,110,86.60
5476,360810008002,1838,246,86.62
4767,360470449011,1973,264,86.62
3489,360470373002,1017,136,86.63
3627,360810347002,1850,247,86.65
2711,360810216021,1506,201,86.65
741,360610010025,2600,347,86.65
317,360811227022,1589,212,86.66
4893,360810483021,2092,279,86.66
34,360470177001,15,2,86.67
5252,360050098003,1127,150,86.69
2725,360810235012,1902,253,86.70
2070,360610269006,1451,193,86.70
1615,360610223011,1361,181,86.70
309,360811171003,1158,154,86.70
6172,360050209001,677,90,86.71
263,360470309002,1115,148,86.73
4331,360050059021,897,119,86.73
312,360811185001,1395,185,86.74
2578,360470301003,1086,144,86.74
2206,360050240003,1426,189,86.75
198,360470283002,1306,173,86.75
5514,360810558002,1043,138,86.77
5471,360810006002,1165,154,86.78
4075,360470074001,1635,216,86.79
2262,360470291003,895,118,86.82
4617,360811301003,895,118,86.82
2834,360050277003,769,101,86.87
3690,360050375041,1181,155,86.88
5398,360470516011,1806,237,86.88
2057,360610263002,1403,184,86.89
652,360050040011,1739,228,86.89
6024,360610214002,1582,207,86.92
1981,360470680002,1025,134,86.93
730,360470766001,1990,260,86.93
4231,360810415001,2595,339,86.94
4697,360050425006,888,116,86.94
957,360050204002,850,111,86.94
3295,360810277022,2045,267,86.94
1980,360470678002,1241,162,86.95
2701,360610309005,1902,248,86.96
4722,360470118003,1136,148,86.97
1609,360610218002,1482,193,86.98
2056,360610263001,2089,272,86.98
4236,360810427001,1814,236,86.99
4898,360810489001,1207,157,86.99
2728,360810236001,1094,142,87.02
1672,360810554002,1210,157,87.02
494,360470512003,1318,171,87.03
4587,360811227031,1218,158,87.03
497,360470514004,1822,236,87.05
4886,360810479002,1637,212,87.05
5770,360810043002,170,22,87.06
2931,360470820002,1998,258,87.09
3123,360850319022,1782,230,87.09
4947,360811447002,1916,247,87.11
4863,360610164003,1917,247,87.12
408,360470417001,637,82,87.13
1152,360471142012,855,110,87.13
3165,360050336021,1555,200,87.14
3156,360050332022,1463,188,87.15
3383,360050338012,1364,175,87.17
2033,360610245006,1559,200,87.17
145,360810840004,1053,135,87.18
4245,360810439001,2515,322,87.20
4363,360050407023,2164,277,87.20
773,360050092003,1955,250,87.21
1243,360810208001,1439,184,87.21
4360,360050407012,650,83,87.23
2381,360610285002,1747,223,87.24
2835,360050277004,2016,257,87.25
273,360470326005,1216,155,87.25
4659,360050072003,1044,133,87.26
4600,360811267002,622,79,87.30
4332,360050059022,1680,213,87.32
5037,360050462041,1839,233,87.33
750,360610020003,829,105,87.33
503,360470520003,1208,153,87.33
6699,360810126021,1243,157,87.37
6440,360850029004,1079,136,87.40
2037,360610247004,1358,171,87.41
678,360050075004,842,106,87.41
908,360810016002,1685,212,87.42
1529,360050413004,1193,150,87.43
749,360610020001,2323,292,87.43
324,360811257003,1170,147,87.44
1078,360810112002,1393,175,87.44
4680,360050419001,1171,147,87.45
5371,360470505001,1446,181,87.48
1386,360810351001,1280,160,87.50
2644,360470794003,72,9,87.50
3486,360470371003,969,121,87.51
2642,360470794001,945,118,87.51
6015,360610212001,2404,300,87.52
3122,360850319021,1886,235,87.54
5384,360470510011,1662,207,87.55
1635,360810473003,1280,159,87.58
3968,360050004002,1433,178,87.58
5857,360050183013,1628,202,87.59
2052,360610261004,1525,189,87.61
6026,360610215002,2774,343,87.64
6698,360810126012,1117,138,87.65
2385,360610291001,1741,215,87.65
5674,360610010021,1596,197,87.66
4000,360050385003,1200,148,87.67
5544,360050144004,1071,132,87.68
3624,360810339001,1519,187,87.69
1814,360050391001,1300,160,87.69
2464,360810803012,1845,227,87.70
4500,360471176021,1504,185,87.70
3149,360050328002,1122,138,87.70
6675,360610241005,1415,174,87.70
5675,360610010022,1521,187,87.71
3643,360810998021,2596,319,87.71
2934,360470822003,2295,282,87.71
5417,360610006006,1742,214,87.72
2889,360470326003,1710,210,87.72
4297,360050039005,1450,178,87.72
2726,360810235021,2098,257,87.75
3326,360810291004,1513,185,87.77
1872,360050225003,1293,158,87.78
5436,360610182002,1122,137,87.79
3405,360050360001,852,104,87.79
3039,360810275002,2600,317,87.81
785,360050119004,853,104,87.81
1350,360810263003,1780,217,87.81
1532,360050419004,1116,136,87.81
291,360470351011,2243,273,87.83
5959,360610020002,1496,182,87.83
3011,360810261003,2006,244,87.84
4706,360050429021,2386,290,87.85
3008,360810259002,1407,171,87.85
4997,360050093016,140,17,87.86
1140,360050265004,1244,151,87.86
4076,360470074002,1796,218,87.86
3982,360050020012,1961,238,87.86
3413,360050363005,1121,136,87.87
3883,360810357002,1698,206,87.87
3180,360470345001,1278,155,87.87
6252,360470572002,2619,317,87.90
1523,360050407021,661,80,87.90
5277,360050127011,1218,147,87.93
921,360810047002,2462,297,87.94
4288,360811215003,1899,229,87.94
6171,360050206012,1825,220,87.95
473,360470489003,1420,171,87.96
4308,360050043001,1155,139,87.97
1396,360050361003,989,119,87.97
3448,360470022002,1240,149,87.98
2619,360470770001,1307,157,87.99
2387,360610291004,1642,197,88.00
919,360810044012,1785,214,88.01
4319,360050050013,1168,140,88.01
2796,360850207011,1887,226,88.02
3121,360850319012,1119,134,88.03
5112,360470493011,1897,227,88.03
3294,360810277012,1964,235,88.03
2391,360610293001,1839,220,88.04
4281,360811203001,778,93,88.05
4361,360050407013,1534,183,88.07
2787,360810889021,1618,193,88.07
4399,360470096002,1811,216,88.07
5143,360610172003,629,75,88.08
2195,360050237032,1342,160,88.08
1137,360050263004,755,90,88.08
5669,360610008005,2845,339,88.08
3386,360050340002,1622,193,88.10
796,360050144005,2026,241,88.10
2463,360810803011,1715,204,88.10
2753,360810846011,1489,177,88.11
4678,360050418003,699,83,88.13
4691,360050423001,1213,144,88.13
4228,360810413002,1746,207,88.14
1698,360470078004,1198,142,88.15
795,360050144002,886,105,88.15
2620,360470770002,1469,174,88.16
6148,360050195004,813,96,88.19
5756,360810028002,1567,185,88.19
3478,360470367002,915,108,88.20
6161,360050202002,1595,188,88.21
1854,360610235021,2206,260,88.21
2556,360050273004,2496,294,88.22
4398,360470096001,1681,198,88.22
2092,360810163002,858,101,88.23
2371,360610277003,1666,196,88.24
5294,360050462063,255,30,88.24
6693,360810124001,1250,147,88.24
1545,360050429022,1005,118,88.26
4040,360050399015,921,108,88.27
1544,360050429012,845,99,88.28
3187,360470349022,727,85,88.31
851,360470878002,231,27,88.31
918,360810043001,2156,252,88.31
5036,360050462033,2584,302,88.31
4973,360050085001,984,115,88.31
4672,360050415003,719,84,88.32
646,360850319023,1832,214,88.32
2093,360810163003,2340,273,88.33
2395,360610293005,1416,165,88.35
4369,360050411002,781,91,88.35
2694,360610299003,936,109,88.35
2462,360810799001,1572,183,88.36
2798,360850207013,1007,117,88.38
4987,360050089002,1412,164,88.39
4364,360050407025,1087,126,88.41
4704,360050429011,1950,226,88.41
3445,360470020002,889,103,88.41
6367,360810100001,1476,171,88.41
831,360470820001,1904,220,88.45
5153,360610174012,2156,249,88.45
5570,360050159002,511,59,88.45
4180,360610144027,26,3,88.46
3162,360050336012,867,100,88.47
1454,360610180004,902,104,88.47
4689,360050421005,1189,137,88.48
917,360810042001,1684,194,88.48
4975,360050085003,1051,121,88.49
4710,360470108022,1190,137,88.49
5667,360610008002,1443,166,88.50
4274,360811191001,2321,267,88.50
3992,360050027021,1453,167,88.51
4227,360810413001,1601,184,88.51
3186,360470349021,1489,171,88.52
4077,360470074004,1577,181,88.52
4347,360050403033,1901,218,88.53
5968,360610024003,2591,297,88.54
5292,360050462055,934,107,88.54
902,360810006003,1816,208,88.55
195,360470281001,1703,195,88.55
5265,360050119005,961,110,88.55
1153,360471144001,411,47,88.56
5676,360610010024,569,65,88.58
2577,360470301002,692,79,88.58
307,360811163013,2085,238,88.59
3341,360810942022,2131,243,88.60
3232,360470880011,1561,178,88.60
5301,360050462091,1009,115,88.60
4338,360050401002,1141,130,88.61
4630,360050062003,1898,216,88.62
5666,360610008001,1311,149,88.63
3913,360810383021,44,5,88.64
2158,360850133011,1631,185,88.66
3626,360810347001,1838,208,88.68
3758,360470382003,2298,260,88.69
1121,360050239006,899,101,88.77
488,360470508012,2929,329,88.77
1123,360050241002,1062,119,88.79
1093,360810142022,1010,113,88.81
654,360050048001,1949,218,88.81
2842,360050283001,903,101,88.82
1526,360050409001,3167,354,88.82
4989,360050090002,546,61,88.83
1440,360610170004,2159,241,88.84
4207,360610151012,1810,202,88.84
5105,360470489002,1186,132,88.87
3157,360050332023,720,80,88.89
3408,360050361002,1494,166,88.89
4999,360050093022,9,1,88.89
5273,360050123005,18,2,88.89
4394,360470094011,1577,175,88.90
3882,360810357001,2082,231,88.90
5399,360470516013,2092,232,88.91
158,360810889022,1922,213,88.92
3018,360810265012,1726,191,88.93
4990,360050090004,886,98,88.94
5416,360610006004,1320,146,88.94
3120,360850319011,2143,237,88.94
1421,360050391003,1467,162,88.96
1106,360050225002,1938,214,88.96
5508,360810554001,1277,141,88.96
3164,360050336014,1595,176,88.97
4572,360810466002,1813,200,88.97
563,360050027023,1689,186,88.99
610,360610006005,1653,182,88.99
1301,360050340004,863,95,88.99
4694,360050425001,900,99,89.00
343,360470365021,1902,209,89.01
2932,360470820003,1593,175,89.01
4028,360050394003,1039,114,89.03
4958,360050076001,620,68,89.03
2050,360610261001,2262,248,89.04
4302,360050042002,2272,249,89.04
6437,360850029001,1648,180,89.08
557,360050020021,1465,160,89.08
4256,360811159003,2033,222,89.08
1676,360050462042,1099,120,89.08
705,360470680001,862,94,89.10
6163,360050204003,1394,152,89.10
3991,360050025005,881,96,89.10
4982,360050087002,1488,162,89.11
3879,360810351003,1084,118,89.11
6390,360810116002,1424,155,89.12
1634,360810472003,1628,177,89.13
3969,360050004003,3095,336,89.14
